date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:10	2820/2820	---M--	200	added ('OK')	image/png	etag:%221680dfd-b04-5c3ca7761b4ef%22	https://vinayaroratech.com/wp-content/uploads/2020/05/cropped-android-chrome-512x5121-1-3-192x192.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2020/05/cropped-android-chrome-512x5121-1-3-192x192.png	(from https://vinayaroratech.com/)
13:53:10	2652/2652	---M--	200	added ('OK')	image/png	etag:%221680e20-a5c-5c3ca7761ef87%22	https://vinayaroratech.com/wp-content/uploads/2020/05/cropped-android-chrome-512x5121-1-3-180x180.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2020/05/cropped-android-chrome-512x5121-1-3-180x180.png	(from https://vinayaroratech.com/)
13:53:10	46161/46161	---M--	200	added ('OK')	image/png	etag:%22164142d-b451-5c3c96fec9636%22	https://vinayaroratech.com/wp-content/uploads/2021/06/karbit.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/karbit.png	(from https://vinayaroratech.com/)
13:53:11	24581/24581	---M--	200	added ('OK')	image/png	etag:%22164142c-6005-5c3c96fee017f%22	https://vinayaroratech.com/wp-content/uploads/2021/06/karbit-300x117.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/karbit-300x117.png	(from https://vinayaroratech.com/)
13:53:11	103697/103697	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:12%20GMT	https://vinayaroratech.com/about/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/about/index.html	(from https://vinayaroratech.com/)
13:53:11	8256/8256	---M--	200	added ('OK')	image/png	etag:%221641422-2040-5c3c95c948b8e%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Symba.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Symba.png	(from https://vinayaroratech.com/)
13:53:11	77987/77987	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:12%20GMT	https://vinayaroratech.com/recent-projects/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/recent-projects/index.html	(from https://vinayaroratech.com/)
13:53:11	10396/10396	---M--	200	added ('OK')	image/png	etag:%221641421-289c-5c3c95c95fabf%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Symba-300x106.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Symba-300x106.png	(from https://vinayaroratech.com/)
13:53:12	44556/44556	---M--	200	added ('OK')	image/jpeg	etag:%22164140b-ae0c-5c3c93e03cd74%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Automotivemastermind-Logo.jpg	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Automotivemastermind-Logo.jpg	(from https://vinayaroratech.com/)
13:53:12	89520/89520	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:13%20GMT	https://vinayaroratech.com/blog/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/blog/index.html	(from https://vinayaroratech.com/)
13:53:12	21065/21065	---M--	200	added ('OK')	image/jpeg	etag:%22164140a-5249-5c3c93e050dc5%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Automotivemastermind-Logo-300x150.jpg	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Automotivemastermind-Logo-300x150.jpg	(from https://vinayaroratech.com/)
13:53:12	1629/1629	---M--	200	added ('OK')	image/png	etag:%22164141a-65d-5c3c95b2308a3%22	https://vinayaroratech.com/wp-content/uploads/2021/06/TrekIT.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/TrekIT.png	(from https://vinayaroratech.com/)
13:53:12	44541/44541	---M--	200	added ('OK')	image/png	etag:%221641410-adfd-5c3c949bfce94%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Oasis-360-1120x480-1.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Oasis-360-1120x480-1.png	(from https://vinayaroratech.com/)
13:53:13	9293/9293	---M--	200	added ('OK')	image/png	etag:%22164140f-244d-5c3c949c2725e%22	https://vinayaroratech.com/wp-content/uploads/2021/06/Oasis-360-1120x480-1-300x129.png	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/Oasis-360-1120x480-1-300x129.png	(from https://vinayaroratech.com/)
13:53:13	4638/4638	---M--	200	added ('OK')	image/jpeg	etag:%22164141c-121e-5c3c95b2ed81d%22	https://vinayaroratech.com/wp-content/uploads/2021/06/us-bank.jpg	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/uploads/2021/06/us-bank.jpg	(from https://vinayaroratech.com/)
13:53:13	98830/98830	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jan%202023%2008:23:14%20GMT	https://vinayaroratech.com/contact/	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/contact/index.html	(from https://vinayaroratech.com/)
13:53:13	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%2216410a1-4824-5cb2e0df28fdf-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/animations/animations.mincd45.css	(from https://vinayaroratech.com/)
13:53:14	16892/16892	---M-Z	200	added ('OK')	application/javascript	etag:%221721f87-41fc-5c3d9b84db808-gzip%22	https://vinayaroratech.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.4.8	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/themes/astra/assets/js/minified/frontend.minb045.js	(from https://vinayaroratech.com/)
13:53:14	1426/1426	---M-Z	200	added ('OK')	application/javascript	etag:%221661bc1-592-5b83cfce57d00-gzip%22	https://vinayaroratech.com/wp-includes/js/wp-embed.min.js?ver=5.7.8	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/wp-embed.mind988.js	(from https://vinayaroratech.com/)
13:53:14	4879/4879	---M-Z	200	added ('OK')	application/javascript	etag:%221640ce7-130f-5cb2e0d2f52d2-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/js/webpack.runtime.mincd45.js	(from https://vinayaroratech.com/)
13:53:14	89496/89496	---M-Z	200	added ('OK')	application/javascript	etag:%221661c08-15d98-5b11746475f40-gzip%22	https://vinayaroratech.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://vinayaroratech.com/)
13:53:14	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%221661c00-2bd8-5b45debe27b80-gzip%22	https://vinayaroratech.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://vinayaroratech.com/)
13:53:15	14002/14002	---M-Z	200	added ('OK')	application/javascript	etag:%221640d1b-36b2-5cb2e0db22766-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/js/frontend-modules.mincd45.js	(from https://vinayaroratech.com/)
13:53:15	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%2216410c9-2fa6-5cb2e0df8d944-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://vinayaroratech.com/)
13:53:15	20787/20787	---M-Z	200	added ('OK')	application/javascript	etag:%221661c18-5133-5be61e48b68c0-gzip%22	https://vinayaroratech.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://vinayaroratech.com/)
13:53:15	139153/139153	---M-Z	200	added ('OK')	application/javascript	etag:%2216410a3-21f91-5cb2e0df2bad7-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://vinayaroratech.com/)
13:53:16	2578/2578	---M-Z	200	added ('OK')	application/javascript	etag:%2216410db-a12-5cb2e0dfaa635-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.mincd45.js	(from https://vinayaroratech.com/)
13:53:16	10863/10863	---M-Z	200	added ('OK')	application/javascript	etag:%2216410d4-2a6f-5cb2e0df9defd-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://vinayaroratech.com/)
13:53:16	36557/36557	---M-Z	200	added ('OK')	application/javascript	etag:%221640cf9-8ecd-5cb2e0d35bb77-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/js/frontend.mincd45.js	(from https://vinayaroratech.com/)
13:53:16	32094/32094	---M-Z	200	added ('OK')	application/javascript	etag:%221640cf0-7d5e-5cb2e0d332f1d-gzip%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/js/preloaded-modules.mincd45.js	(from https://vinayaroratech.com/)
13:53:16	16045/16045	---M-Z	200	added ('OK')	application/javascript	etag:%22166191c-3ead-5be61e48b68c0-gzip%22	https://vinayaroratech.com/wp-includes/js/underscore.min.js?ver=1.8.3	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/underscore.min4511.js	(from https://vinayaroratech.com/)
13:53:17	1077/1077	---M-Z	200	added ('OK')	application/javascript	etag:%221661926-435-5b83cfce57d00-gzip%22	https://vinayaroratech.com/wp-includes/js/wp-util.min.js?ver=5.7.8	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-includes/js/wp-util.mind988.js	(from https://vinayaroratech.com/)
13:53:17	754/754	---M-Z	200	added ('OK')	application/javascript	etag:%221661b9b-2f2-5cb2e12b7a542-gzip%22	https://vinayaroratech.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.6.9	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min544c.js	(from https://vinayaroratech.com/)
13:53:17	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2216410b7-30fe0-5cb2e0df6b27a%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.12.0	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.eot	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
13:53:17	89444/89444	---M--	200	added ('OK')	font/woff2	etag:%2216410b4-15d64-5cb2e0df66072%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.12.0	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff2	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
13:53:18	109168/109168	---M--	200	added ('OK')	font/woff	etag:%2216410b8-1aa70-5cb2e0df6be32%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.12.0	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.woff	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
13:53:18	200512/200512	---M--	200	added ('OK')	font/ttf	etag:%2216410b5-30f40-5cb2e0df66c2a%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.12.0	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.ttf	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
13:53:18	301767/301767	---M--	200	added ('OK')	image/svg+xml	etag:%2216410b6-49ac7-5cb2e0df677e2%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.12.0	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons02d6.svg	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.12.0)
13:53:18	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221641081-20cca-5cb2e0de55135%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
13:53:19	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221641081-20cca-5cb2e0de55135%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
13:53:19	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%221641088-12bdc-5cb2e0de6203e%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
13:53:19	90060/90060	---M--	200	added ('OK')	font/woff	etag:%22164107f-15fcc-5cb2e0de53dad%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
13:53:19	134040/134040	---M--	200	added ('OK')	font/ttf	etag:%22164108b-20b98-5cb2e0de63b96%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
13:53:20	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22164108a-84f2-5cb2e0de62fde%22	https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	D:/Projects/Personal/vinayaroratech/vinayaroratech/vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://vinayaroratech.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.3)
